panel,markerstring,gating hierarchy,public_population_name,presented on webpage as,ancestral population,fraction_name,population_for_backcounts_within_panel,population_for_backcounts_P6,complex_cases
P2,CD45+CD3+CD4+CD8-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,CD4_02/T_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-HLADR+CD38+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_Activated_02 | Count,activated_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Activated_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA-CCR7+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAn_CCR7p_02 | Count,central_memory_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAn_CCR7p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA+CCR7+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAp_CCR7p_02 | Count,naïve_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAp_CCR7p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA+CCR7-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAp_CCR7n_02 | Count,terminally_differentiated_effector_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAp_CCR7n_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA-CCR7-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAn_CCR7n_02 | Count,effector_memory_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAn_CCR7n_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA-CD27+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAn_CD27p_02 | Count,central_memory_like_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAn_CD27p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA+CD27+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAp_CD27p_02 | Count,naive_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAp_CD27p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA+CD27-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAp_CD27n_02 | Count,TEMRA_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAp_CD27n_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD45RA-CD27-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD45RAn_CD27n_02 | Count,effector_memory_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD45RAn_CD27n_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD103+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD103p_02 | Count,CD103pos_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD103p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD103+MFI,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CD103p_02 | Median (CD103),CD103_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P2,CD45+CD3+CD4+CD8-CCR4+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CCR4p_02 | Count,CCR4pos_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CCR4p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CXCR3-CCR6-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CCR4p_02/CD4_Th2_02 | Count,Th2_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Th2_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CXCR3-CCR6+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CCR4p_02/CD4_Th17_02 | Count,Th17_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Th17_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CXCR3+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CXCR3p_02 | Count,CXCR3pos_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CXCR3p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CCR4-CCR6+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CXCR3p_02/CD4_Th17.1_02 | Count,Th17.1_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Th17.1_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CCR4-CCR6-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CXCR3p_02/CD4_Th1_02 | Count,Th1_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Th1_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD127+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_NonTreg_02 | Count,non_Treg_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_NonTreg_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD127+CD25+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_NonTreg_02/CD4_CD25p_02 | Count,CD25_CD4_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_CD25p_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4+CD8-CD127+CD25+MFI,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_NonTreg_02/CD4_CD25p_02 | Median (CD25),CD25_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P2,CD45+CD3+CD4+CD8-CD127-CD25+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_Treg_02 | Count,Treg_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02 | Count,CD4_Treg_02/CD4_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,CD8_02/T_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+HLADR+CD38+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_Activated_02 | Count,activated_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_Activated_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD25+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD25p_02 | Count,CD25pos_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD25p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD25+MFI,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD25p_02 | Median (CD25),CD25_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P2,CD45+CD3+CD4-CD8+CD45RA-CCR7+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAn_CCR7p_02 | Count,central_memory_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAn_CCR7p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA+CCR7+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAp_CCR7p_02 | Count,naïve_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAp_CCR7p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA+CCR7-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAp_CCR7n_02 | Count,terminally_differentiated_effector_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAp_CCR7n_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA-CCR7-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAn_CCR7n_02 | Count,effector_memory_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAn_CCR7n_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA-CD27+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAn_CD27p_02 | Count,central_memory_like_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAn_CD27p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA+CD27+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAp_CD27p_02 | Count,naïve_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAp_CD27p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA+CD27-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAp_CD27n_02 | Count,TEMRA_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAp_CD27n_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD45RA-CD27-,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD45RAn_CD27n_02 | Count,effector_memory_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD45RAn_CD27n_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD103+,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD103p_02 | Count,CD103pos_CD8_cells,"fraction, counts per ml of blood",Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02 | Count,CD8_CD103p_02/CD8_02,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P2,CD45+CD3+CD4-CD8+CD103+MFI,Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD8_02/CD8_CD103p_02 | Median (CD103),CD103_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P5,Livecells,Cells_5/Time_5/Live_5/Live_cells_5 | Count,live_cells,fraction,NA,NA,NA,NA,NA
P5,CD3+NodoubletsTCRgd-,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,T_cells,fraction,Cells_5/Time_5/Live_5/Live_cells_5 | Count,ab_5/Live_cells_5,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,Complex,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03 | Count/backcomputed
P5,CD3+NodoubletsFoxp3-TCRgd-CD4+,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5/Foxp3n_5/CD4p_5 | Count,CD4_cells,fraction,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,CD4p_5/ab_5,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,Complex,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03 | Count/backcomputed
P5,CD3+NodoubletsFoxp3-TCRgd-CD8+,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5/Foxp3n_5/CD8p_5 | Count,CD8_cells,fraction,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,CD8p_5/ab_5,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,Complex,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03 | Count/backcomputed
P5,CD3+NodoubletsTCRgd-CD4+Foxp3+,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5/Foxp3p_5 | Count,Treg_cells,fraction,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,Foxp3p_5/ab_5,Cells_5/Time_5/Live_5/Live_cells_5/CD3p_5/No_Doublets_5/ab_5 | Count,Complex,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03 | Count/backcomputed
